| network_model                | AuxSparseGuidedDepth                      |
| rmse     | 1.12044    |
| rmse_log | 0.0353989  |
| log10    | 0.00979742 |
| silog    | 0.0352743  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_86.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0225647  |
| sq_rel   | 0.0363668  |
| rmse     | 1.12015    |
| rmse_log | 0.0353832  |
| log10    | 0.00979167 |
| silog    | 0.0352595  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_87.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0225513  |
| sq_rel   | 0.0363466  |
| rmse     | 1.11989    |
| rmse_log | 0.0353677  |
| log10    | 0.00978572 |
| silog    | 0.0352443  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_88.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0225357  |
| sq_rel   | 0.0363218  |
| rmse     | 1.1196     |
| rmse_log | 0.0353502  |
| log10    | 0.00977888 |
| silog    | 0.0352273  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_89.pth 
| d1       | 0.997352  |
| d2       | 0.999937  |
| d3       | 1         |
| abs_rel  | 0.0225203 |
| sq_rel   | 0.0362953 |
| rmse     | 1.11928   |
| rmse_log | 0.0353324 |
| log10    | 0.0097721 |
| silog    | 0.0352103 |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_90.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0225103  |
| sq_rel   | 0.0362772  |
| rmse     | 1.11897    |
| rmse_log | 0.0353192  |
| log10    | 0.00976745 |
| silog    | 0.035198   |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_91.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0225032  |
| sq_rel   | 0.0362619  |
| rmse     | 1.11869    |
| rmse_log | 0.0353082  |
| log10    | 0.00976409 |
| silog    | 0.0351878  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_92.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224971  |
| sq_rel   | 0.036245   |
| rmse     | 1.11845    |
| rmse_log | 0.0352977  |
| log10    | 0.00976143 |
| silog    | 0.0351769  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_93.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224902  |
| sq_rel   | 0.0362278  |
| rmse     | 1.11824    |
| rmse_log | 0.0352872  |
| log10    | 0.00975854 |
| silog    | 0.0351656  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_94.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224834  |
| sq_rel   | 0.0362108  |
| rmse     | 1.11801    |
| rmse_log | 0.0352769  |
| log10    | 0.00975574 |
| silog    | 0.035155   |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_95.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224766  |
| sq_rel   | 0.0361939  |
| rmse     | 1.11774    |
| rmse_log | 0.0352661  |
| log10    | 0.00975272 |
| silog    | 0.0351447  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_96.pth 
| d1       | 0.997352   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224682  |
| sq_rel   | 0.0361747  |
| rmse     | 1.11744    |
| rmse_log | 0.0352535  |
| log10    | 0.00974884 |
| silog    | 0.0351331  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_97.pth 
| d1       | 0.997367   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.022458   |
| sq_rel   | 0.0361539  |
| rmse     | 1.11715    |
| rmse_log | 0.0352396  |
| log10    | 0.00974429 |
| silog    | 0.0351196  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_98.pth 
| d1       | 0.997367   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224497  |
| sq_rel   | 0.0361347  |
| rmse     | 1.11689    |
| rmse_log | 0.0352275  |
| log10    | 0.00974074 |
| silog    | 0.0351068  |

New model saved: weights/2022_07_06-10_03_55_AM/AuxSparseGuidedDepth_99.pth 
| d1       | 0.997367   |
| d2       | 0.999937   |
| d3       | 1          |
| abs_rel  | 0.0224426  |
| sq_rel   | 0.0361162  |
| rmse     | 1.11663    |
| rmse_log | 0.0352163  |
| log10    | 0.00973775 |
| silog    | 0.0350954  |
